0.321	0.738
0.322	0.994
0.323	0.869
0.324	0.412
0.325	-0.203
0.326	-0.74
0.327	-0.994
0.328	-0.868
0.329	-0.409
0.33	0.206
0.331	0.742
0.332	0.994
0.333	0.866
0.334	0.406
0.335	-0.209
0.336	-0.744
0.337	-0.995
0.338	-0.864
0.339	-0.403
0.34	0.212
0.341	0.747
0.342	0.995
0.343	0.863
0.344	0.4
0.345	-0.215
0.346	-0.749
0.347	-0.995
0.348	-0.861
0.349	-0.398
0.35	0.218
0.351	0.751
0.352	0.996
0.353	0.86
0.354	0.395
0.355	-0.221
0.356	-0.753
0.357	-0.996
0.358	-0.858
0.359	-0.392
0.36	0.224
0.361	0.755
0.362	0.996
0.363	0.856
0.364	0.389
0.365	-0.228
0.366	-0.757
0.367	-0.997
0.368	-0.855
0.369	-0.386
0.37	0.231
0.371	0.759
0.372	0.997
0.373	0.853
0.374	0.383
0.375	-0.234
0.376	-0.761
0.377	-0.997
0.378	-0.852
0.379	-0.38
0.38	0.237
0.381	0.763
0.382	0.997
0.383	0.85
0.384	0.377
0.385	-0.24
0.386	-0.765
0.387	-0.997
0.388	-0.848
0.389	-0.374
0.39	0.243
0.391	0.767
0.392	0.998
0.393	0.847
0.394	0.371
0.395	-0.246
0.396	-0.769
0.397	-0.998
0.398	-0.845
0.399	-0.368
0.4	0.249
0.401	0.771
0.402	0.998
0.403	0.843
0.404	0.366
0.405	-0.252
0.406	-0.773
0.407	-0.998
0.408	-0.841
0.409	-0.363
0.41	0.255
0.411	0.775
0.412	0.998
0.413	0.84
0.414	0.36
0.415	-0.258
0.416	-0.777
0.417	-0.999
0.418	-0.838
0.419	-0.357
0.42	0.261
0.421	0.779
0.422	0.999
0.423	0.836
0.424	0.354
0.425	-0.264
0.426	-0.781
0.427	-0.999
0.428	-0.835
0.429	-0.351
0.43	0.267
0.431	0.783
0.432	0.999
0.433	0.833
0.434	0.348
0.435	-0.27
0.436	-0.785
0.437	-0.999
0.438	-0.831
0.439	-0.345
0.44	0.273
0.441	0.787
0.442	0.999
0.443	0.829
0.444	0.342
0.445	-0.276
0.446	-0.789
0.447	-0.999
0.448	-0.828
0.449	-0.339
0.45	0.279
0.451	0.791
0.452	1
0.453	0.826
0.454	0.336
0.455	-0.282
0.456	-0.793
0.457	-1
0.458	-0.824
0.459	-0.333
0.46	0.285
0.461	0.795
0.462	1
0.463	0.822
0.464	0.33
0.465	-0.288
0.466	-0.796
0.467	-1
0.468	-0.821
0.469	-0.327
0.47	0.291
0.471	0.798
0.472	1
0.473	0.819
0.474	0.324
0.475	-0.294
0.476	-0.8
0.477	-1
0.478	-0.817
0.479	-0.321
0.48	0.297
0.481	0.802
0.482	1
0.483	0.815
0.484	0.318
0.485	-0.3
0.486	-0.804
0.487	-1
0.488	-0.813
0.489	-0.315
0.49	0.303
0.491	0.806
0.492	1
0.493	0.811
0.494	0.312
0.495	-0.306
0.496	-0.808
0.497	-1
0.498	-0.81
0.499	-0.309
0.501	0.309
0.502	0.81
0.503	1
0.504	0.808
0.505	0.306
0.506	-0.312
0.507	-0.811
0.508	-1
0.509	-0.806
0.51	-0.303
0.511	0.315
0.512	0.813
0.513	1
0.514	0.804
0.515	0.3
0.516	-0.318
0.517	-0.815
0.518	-1
0.519	-0.802
0.52	-0.297
0.521	0.321
0.522	0.817
0.523	1
0.524	0.8
0.525	0.294
0.526	-0.324
0.527	-0.819
0.528	-1
0.529	-0.798
0.53	-0.291
0.531	0.327
0.532	0.821
0.533	1
0.534	0.796
0.535	0.288
0.536	-0.33
0.537	-0.822
0.538	-1
0.539	-0.795
0.54	-0.285
0.541	0.333
0.542	0.824
0.543	1
0.544	0.793
0.545	0.282
0.546	-0.336
0.547	-0.826
0.548	-1
0.549	-0.791
0.55	-0.279
0.551	0.339
0.552	0.828
0.553	0.999
0.554	0.789
0.555	0.276
0.556	-0.342
0.557	-0.829
0.558	-0.999
0.559	-0.787
0.56	-0.273
0.561	0.345
0.562	0.831
0.563	0.999
0.564	0.785
0.565	0.27
0.566	-0.348
0.567	-0.833
0.568	-0.999
0.569	-0.783
0.57	-0.267
0.571	0.351
0.572	0.835
0.573	0.999
0.574	0.781
0.575	0.264
0.576	-0.354
0.577	-0.836
0.578	-0.999
0.579	-0.779
0.58	-0.261
0.581	0.357
0.582	0.838
0.583	0.999
0.584	0.777
0.585	0.258
0.586	-0.36
0.587	-0.84
0.588	-0.998
0.589	-0.775
0.59	-0.255
0.591	0.363
0.592	0.841
0.593	0.998
0.594	0.773
0.595	0.252
0.596	-0.366
0.597	-0.843
0.598	-0.998
0.599	-0.771
0.6	-0.249
0.601	0.368
0.602	0.845
0.603	0.998
0.604	0.769
0.605	0.246
0.606	-0.371
0.607	-0.847
0.608	-0.998
0.609	-0.767
0.61	-0.243
0.611	0.374
0.612	0.848
0.613	0.997
0.614	0.765
0.615	0.24
0.616	-0.377
0.617	-0.85
0.618	-0.997
0.619	-0.763
0.62	-0.237
0.621	0.38
0.622	0.852
0.623	0.997
0.624	0.761
0.625	0.234
0.626	-0.383
0.627	-0.853
0.628	-0.997
0.629	-0.759
0.63	-0.231
0.631	0.386
0.632	0.855
0.633	0.997
0.634	0.757
0.635	0.228
0.636	-0.389
0.637	-0.856
0.638	-0.996
0.639	-0.755
0.64	-0.224
0.641	0.392
0.642	0.858
0.643	0.996
0.644	0.753
0.645	0.221
0.646	-0.395
0.647	-0.86
0.648	-0.996
0.649	-0.751
0.65	-0.218
0.651	0.398
0.652	0.861
0.653	0.995
0.654	0.749
0.655	0.215
0.656	-0.4
0.657	-0.863
0.658	-0.995
0.659	-0.747
0.66	-0.212
0.661	0.403
0.662	0.864
0.663	0.995
0.664	0.744
0.665	0.209
0.666	-0.406
0.667	-0.866
0.668	-0.994
0.669	-0.742
0.67	-0.206
0.671	0.409
0.672	0.868
0.673	0.994
0.674	0.74
0.675	0.203
0.676	-0.412
0.677	-0.869
0.678	-0.994
0.679	-0.738
0.68	-0.2
0.681	0.415
0.682	0.871
0.683	0.993
0.684	0.736
0.685	0.197
0.686	-0.418
0.687	-0.872
0.688	-0.993
0.689	-0.734
0.69	-0.194
0.691	0.42
0.692	0.874
0.693	0.993
0.694	0.732
0.695	0.191
0.696	-0.423
0.697	-0.875
0.698	-0.992
0.699	-0.73
0.7	-0.188
0.701	0.426
0.702	0.877
0.703	0.992
0.704	0.727
0.705	0.184
0.706	-0.429
0.707	-0.878
0.708	-0.991
0.709	-0.725
0.71	-0.181
0.711	0.432
0.712	0.88
0.713	0.991
0.714	0.723
0.715	0.178
0.716	-0.435
0.717	-0.881
0.718	-0.991
0.719	-0.721
0.72	-0.175
0.721	0.438
0.722	0.883
0.723	0.99
0.724	0.719
0.725	0.172
0.726	-0.44
0.727	-0.884
0.728	-0.99
0.729	-0.716
0.73	-0.169
0.731	0.443
0.732	0.886
0.733	0.989
0.734	0.714
0.735	0.166
0.736	-0.446
0.737	-0.887
0.738	-0.989
0.739	-0.712
0.74	-0.163
0.741	0.449
0.742	0.889
0.743	0.988
0.744	0.71
0.745	0.16
0.746	-0.452
0.747	-0.89
0.748	-0.988
0.749	-0.708
0.75	-0.157
0.751	0.454
0.752	0.892
0.753	0.987
0.754	0.705
0.755	0.153
0.756	-0.457
0.757	-0.893
0.758	-0.987
0.759	-0.703
0.76	-0.15
0.761	0.46
0.762	0.894
0.763	0.986
0.764	0.701
0.765	0.147
0.766	-0.463
0.767	-0.896
0.768	-0.986
0.769	-0.699
0.77	-0.144
0.771	0.466
0.772	0.897
0.773	0.985
0.774	0.696
0.775	0.141
0.776	-0.468
0.777	-0.899
0.778	-0.985
0.779	-0.694
0.78	-0.138
0.781	0.471
0.782	0.9
0.783	0.984
0.784	0.692
0.785	0.135
0.786	-0.474
0.787	-0.901
0.788	-0.984
0.789	-0.69
0.79	-0.132
0.791	0.477
0.792	0.903
0.793	0.983
0.794	0.687
0.795	0.129
0.796	-0.479
0.797	-0.904
0.798	-0.983
0.799	-0.685
0.8	-0.125
0.801	0.482
0.802	0.905
0.803	0.982
0.804	0.683
0.805	0.122
0.806	-0.485
0.807	-0.907
0.808	-0.981
0.809	-0.681
0.81	-0.119
0.811	0.488
0.812	0.908
0.813	0.981
0.814	0.678
0.815	0.116
0.816	-0.49
0.817	-0.909
0.818	-0.98
0.819	-0.676
0.82	-0.113
0.821	0.493
0.822	0.911
0.823	0.979
0.824	0.674
0.825	0.11
0.826	-0.496
0.827	-0.912
0.828	-0.979
0.829	-0.671
0.83	-0.107
0.831	0.499
0.832	0.913
0.833	0.978
0.834	0.669
0.835	0.104
0.836	-0.501
0.837	-0.914
0.838	-0.978
0.839	-0.667
0.84	-0.1
0.841	0.504
0.842	0.916
0.843	0.977
0.844	0.664
0.845	0.0973
0.846	-0.507
0.847	-0.917
0.848	-0.976
0.849	-0.662
0.85	-0.0942
0.851	0.51
0.852	0.918
0.853	0.976
0.854	0.659
0.855	0.0911
0.856	-0.512
0.857	-0.919
0.858	-0.975
0.859	-0.657
0.86	-0.0879
0.861	0.515
0.862	0.921
0.863	0.974
0.864	0.655
0.865	0.0848
0.866	-0.518
0.867	-0.922
0.868	-0.973
0.869	-0.652
0.87	-0.0817
0.871	0.52
0.872	0.923
0.873	0.973
0.874	0.65
0.875	0.0785
0.876	-0.523
0.877	-0.924
0.878	-0.972
0.879	-0.648
0.88	-0.0754
0.881	0.526
0.882	0.926
0.883	0.971
0.884	0.645
0.885	0.0723
0.886	-0.528
0.887	-0.927
0.888	-0.97
0.889	-0.643
0.89	-0.0691
0.891	0.531
0.892	0.928
0.893	0.97
0.894	0.64
0.895	0.066
0.896	-0.534
0.897	-0.929
0.898	-0.969
0.899	-0.638
0.9	-0.0629
0.901	0.536
0.902	0.93
0.903	0.968
0.904	0.636
0.905	0.0597
0.906	-0.539
0.907	-0.931
0.908	-0.967
0.909	-0.633
0.91	-0.0566
0.911	0.542
0.912	0.933
0.913	0.967
0.914	0.631
0.915	0.0534
0.916	-0.544
0.917	-0.934
0.918	-0.966
0.919	-0.628
0.92	-0.0503
0.921	0.547
0.922	0.935
0.923	0.965
0.924	0.626
0.925	0.0472
0.926	-0.55
0.927	-0.936
0.928	-0.964
0.929	-0.623
0.93	-0.044
0.931	0.552
0.932	0.937
0.933	0.963
0.934	0.621
0.935	0.0409
0.936	-0.555
0.937	-0.938
0.938	-0.962
0.939	-0.618
0.94	-0.0377
0.941	0.557
0.942	0.939
0.943	0.962
0.944	0.616
0.945	0.0346
0.946	-0.56
0.947	-0.94
0.948	-0.961
0.949	-0.613
0.95	-0.0314
0.951	0.563
0.952	0.941
0.953	0.96
0.954	0.611
0.955	0.0283
0.956	-0.565
0.957	-0.942
0.958	-0.959
0.959	-0.608
0.96	-0.0252
0.961	0.568
0.962	0.943
0.963	0.958
0.964	0.606
0.965	0.022
0.966	-0.57
0.967	-0.944
0.968	-0.957
0.969	-0.603
0.97	-0.0189
0.971	0.573
0.972	0.945
0.973	0.956
0.974	0.601
0.975	0.0157
0.976	-0.576
0.977	-0.946
0.978	-0.955
0.979	-0.598
0.98	-0.0126
0.981	0.578
0.982	0.947
0.983	0.954
0.984	0.596
0.985	0.00943
0.986	-0.581
0.987	-0.948
0.988	-0.953
0.989	-0.593
0.99	-0.00629
0.991	0.583
0.992	0.949
0.993	0.952
0.994	0.591
0.995	0.00314
0.996	-0.586
0.997	-0.95
0.998	-0.951
0.999	-0.588
1	3.93e-15
